ID;latitude;longitude;tags
2486389025;40.3205977;23.9139987;[]
2486389027;40.3207178;23.9215341;[]
2486389029;40.3207042;23.9137867;[]
2486389030;40.3207517;23.9136299;[]
2486389031;40.3207635;23.9135916;[]
2486389032;40.3207859;23.9135779;[]
2486389033;40.3208288;23.9215331;[]
2486389035;40.3208551;23.9136027;[]
2486389036;40.3209555;23.9215743;[]
2486389037;40.3209726;23.9136412;[]
2486389038;40.3209936;23.9205366;[]
2486389039;40.3211222;23.9205815;[]
2486389040;40.3211194;23.9136302;[]
2486389041;40.3211766;23.9217049;[]
2486389042;40.3211971;23.9136467;[]
2486389043;40.3211755;23.9219973;[]
2486389044;40.3213144;23.9217636;[]
2486389045;40.3213319;23.9136837;[]
2486389046;40.3213714;23.9217811;[]
2486389047;40.3214252;23.9137061;[]
2486389048;40.3214419;23.920725;[]
2486389049;40.3216219;23.9218098;[]
2486389050;40.3217535;23.9218039;[]
2486389051;40.3219089;23.9217342;[]
2486389052;40.3219163;23.9208868;[]
2486389053;40.3222132;23.9215168;[]
2486389054;40.3224275;23.9220561;[]
2486389055;40.3224285;23.9211056;[]
2486389056;40.3225315;23.921138;[]
2486389057;40.322554;23.9212452;[]
2486389058;40.3226192;23.9211721;[]
2486389059;40.3227941;23.9211437;[]
2486389060;40.3228964;23.8950694;[]
2486389061;40.322945;23.9211151;[]
2486389062;40.3231278;23.9210752;[]
2486389063;40.3233396;23.9210619;[]
2486389064;40.3238306;23.9210758;[]
